,hint,origin,roots,word
863,?［?＝to mark 加记号；?; ?＝the result 表行为结果→“the result of making the owner's mark on（sheep）在（羊身上）加上主人标记的结果”→］? ① personal mark 本人的标记 ② one's name ?ed on a document 署名，签字／The contract is invalid before you put your ? to it. 在你签名之前，这份合同是无效的。,signature［sign＝to mark 加记号；-at-; -ure n.＝the result 表行为结果→“the result of making the owner's mark on（sheep）在（羊身上）加上主人标记的结果”→］n. ① personal mark 本人的标记 ② one's name signed on a document 署名，签字／The contract is invalid before you put your signature to it. 在你签名之前，这份合同是无效的。,"['sign', '-at-', '-ure n.']",signature
864,?［?（?）= toward 对着；?＝to mark 加记号→“to mark sth toward sb 针对某人将某物打记号”→］? ① give out; allocate 给予；分配／A room is ?ed to us two. 给我们俩分配了一个房间。② give out as task 指派，布置／Teacher ?ed homework to the class for weekend. 老师给班上学生布置周末作业。,assign［as-（ad-）= toward 对着；sign＝to mark 加记号→“to mark sth toward sb 针对某人将某物打记号”→］v. ① give out; allocate 给予；分配／A room is assigned to us two. 给我们俩分配了一个房间。② give out as task 指派，布置／Teacher assigned homework to the class for weekend. 老师给班上学生布置周末作业。,"['as-', 'ad-', 'sign']",assign
865,?［?（?）= together 共同；?＝to mark 作标记→“to mark or put seals together as an agreement 共作标记以示同意”→］? ① transfer to the custody of sb else 把…委托给／His uncle ?ed him to the care of an orphanage. 叔叔把他托给孤儿院照管。② hand over or deliver 托运，运送／Please ? the goods to our agents there. 请将货物运给我方在当地的代理商。,consign［con-（com-）= together 共同；sign＝to mark 作标记→“to mark or put seals together as an agreement 共作标记以示同意”→］v. ① transfer to the custody of sb else 把…委托给／His uncle consigned him to the care of an orphanage. 叔叔把他托给孤儿院照管。② hand over or deliver 托运，运送／Please consign the goods to our agents there. 请将货物运给我方在当地的代理商。,"['con-', 'com-', 'sign']",consign
866,?［?＝down 下；?＝to mark 做标记→“to mark down in detail 详细地做下标记”→］Ⅰ? ① prepare the plan for 设计，构思／The engineer ?ed a new bridge. 工程师设计了一座新桥。② develop and plan for a purpose 谋划，预定／The scholarship is ?ed for foreign students. 这项奖学金是为外国留学生设立的。→ Ⅱ? ① outline or drawing for sth to be constructed 设计图，图纸／We must submit all the ?s for the new building now. 现在我们必须提交新楼的全套图纸。② the way in which sth is shaped or made 设计／She majors in art and ? at college. 她在大学学习艺术设计专业。,design［de-＝down 下；sign＝to mark 做标记→“to mark down in detail 详细地做下标记”→］Ⅰv. ① prepare the plan for 设计，构思／The engineer designed a new bridge. 工程师设计了一座新桥。② develop and plan for a purpose 谋划，预定／The scholarship is designed for foreign students. 这项奖学金是为外国留学生设立的。→ Ⅱn. ① outline or drawing for sth to be constructed 设计图，图纸／We must submit all the designs for the new building now. 现在我们必须提交新楼的全套图纸。② the way in which sth is shaped or made 设计／She majors in art and design at college. 她在大学学习艺术设计专业。,"['de-', 'sign', 'v.']",design
867,"?［?＝to undo 取消；?＝to mark or seal 加标识→“to undo that of sealing, or unseal 取消标识或封印”→］? ① give up without resistance 放弃，抛弃／He ?ed himself to failure. 他自甘失败。② give up an office or position 辞职，引退／He ?ed his seat in the Parliament. 他辞去议院的议席。","resign［re-＝to undo 取消；sign＝to mark or seal 加标识→“to undo that of sealing, or unseal 取消标识或封印”→］v. ① give up without resistance 放弃，抛弃／He resigned himself to failure. 他自甘失败。② give up an office or position 辞职，引退／He resigned his seat in the Parliament. 他辞去议院的议席。","['re-', 'sign']",resign
868,"?［?（?）= to, at 在；?＝to stand 站→“to stand at one's side 站在某人身边”→］? help 帮助／A new teacher ?ed me in grading the papers. 一位新老师帮我评阅考卷。","assist［as-（ad-）= to, at 在；sist＝to stand 站→“to stand at one's side 站在某人身边”→］v. help 帮助／A new teacher assisted me in grading the papers. 一位新老师帮我评阅考卷。","['as-', 'ad-', 'sist']",assist
869,?［?（?）= together 一起；?＝to stand 站→“to stand or place together 站在或放在一起”→］? ① be made up（of）由…组成／Water ?s of hydrogen and oxygen. 水由氢和氧组成。② be agreeable 并存；一致／Theory should ? with practice. 理论应与实践相一致。,consist［con-（com-）= together 一起；sist＝to stand 站→“to stand or place together 站在或放在一起”→］v. ① be made up（of）由…组成／Water consists of hydrogen and oxygen. 水由氢和氧组成。② be agreeable 并存；一致／Theory should consist with practice. 理论应与实践相一致。,"['con-', 'com-', 'sist']",consist
870,?［?＝upon 在…之上；?＝to stand 站→“to stand on one's own ground 站在自己的立场上”→］? declare firmly 坚决主张；坚持认为／He ?ed on his innocence all the time. 他始终坚持宣称自己无罪。,insist［in-＝upon 在…之上；sist＝to stand 站→“to stand on one's own ground 站在自己的立场上”→］v. declare firmly 坚决主张；坚持认为／He insisted on his innocence all the time. 他始终坚持宣称自己无罪。,"['in-', 'sist']",insist
871,?［?＝against 对抗；?＝to stand 站立→“to stand against sb 与某人相对而立”→］? fight against; oppose 反对；抵抗／They took up arms and ?ed the aggression. 他们拿起武器反抗侵略。,resist［re-＝against 对抗；sist＝to stand 站立→“to stand against sb 与某人相对而立”→］v. fight against; oppose 反对；抵抗／They took up arms and resisted the aggression. 他们拿起武器反抗侵略。,"['re-', 'sist']",resist
872,"?［?＝out 出来；(?)i?t＝to ?tand 站→“to ?tand out or forth 站出来”→“to appear 出现”→］? ① have an actual being 实际存在／The Roman Empire ?ed for ?everal centurie?. 古罗马帝国历时数百年之久。② be real, or live 生存／We can't ? without air. 没有空气我们就无法生存。","exist［ex-＝out 出来；(s)ist＝to stand 站→“to stand out or forth 站出来”→“to appear 出现”→］v. ① have an actual being 实际存在／The Roman Empire existed for several centuries. 古罗马帝国历时数百年之久。② be real, or live 生存／We can't exist without air. 没有空气我们就无法生存。","['ex-', 's', 'ist']",exist
873,?［?＝throughout 始终；?＝to stand 站→“to stand throughout 始终站着”→］? ① continue firmly 坚持／He ?ed in the research and succeeded in the end. 他坚持研究终获成功。② continue to exist 继续存在；持续／The bad weather will ? for several days. 坏天气还会持续好几天。,persist［per-＝throughout 始终；sist＝to stand 站→“to stand throughout 始终站着”→］v. ① continue firmly 坚持／He persisted in the research and succeeded in the end. 他坚持研究终获成功。② continue to exist 继续存在；持续／The bad weather will persist for several days. 坏天气还会持续好几天。,"['per-', 'sist']",persist
874,"?［?＝away 离开；?＝to stand 站→“to stand away from one's post 离开岗位站在一旁”→］? leave off; cease 撇下；停止／As soon as the teacher went away, they ?ed from reading. 老师一走开，他们就扔下书不念了。","desist［de-＝away 离开；sist＝to stand 站→“to stand away from one's post 离开岗位站在一旁”→］v. leave off; cease 撇下；停止／As soon as the teacher went away, they desisted from reading. 老师一走开，他们就扔下书不念了。","['de-', 'sist']",desist
875,"?［?＝under 在…之下；?＝to stand 站→“to stand still under some pressure 在压力之下依然站着”→］? ① stand fast, or remain 坚持；维持／A school cannot ? without students. 没有学生学校就无法存在。② keep alive 维持生活；生存／The whole family ? on his wages. 全家靠他的工资为生。","subsist［sub-＝under 在…之下；sist＝to stand 站→“to stand still under some pressure 在压力之下依然站着”→］v. ① stand fast, or remain 坚持；维持／A school cannot subsist without students. 没有学生学校就无法存在。② keep alive 维持生活；生存／The whole family subsist on his wages. 全家靠他的工资为生。","['sub-', 'sist']",subsist
876,"?［?＝back 回；?＝to loosen 松开；?→“to loosen（a tie）back to former condition 松开（结节）恢复原状”→］Ⅰ? ① put an end to（problems, difficulties, etc.）解决（问题、困难等）／The two countries ?d the crisis by negotiatio? 两国通过谈判解决了这场危机。② decide or determine 决定；下决心／She ?d to leave him as soon as possible. 她决心尽快离开他。→ Ⅱ? firm determination 决心，决意／The attacks from the terrorists would not weaken our ?. 恐怖分子的袭击不会削弱我们的决心。","resolve［re-＝back 回；solv＝to loosen 松开；-e→“to loosen（a tie）back to former condition 松开（结节）恢复原状”→］Ⅰv. ① put an end to（problems, difficulties, etc.）解决（问题、困难等）／The two countries resolved the crisis by negotiation. 两国通过谈判解决了这场危机。② decide or determine 决定；下决心／She resolved to leave him as soon as possible. 她决心尽快离开他。→ Ⅱn. firm determination 决心，决意／The attacks from the terrorists would not weaken our resolve. 恐怖分子的袭击不会削弱我们的决心。","['re-', 'solv', '-e', 'v.']",resolve
877,"?［?＝apart 分开；?＝to loosen 松开；?→“to loosen（the tie on a group）so let apart 松开（对团体的束缚）使之分离”→］? ① let（a group, etc.）stop existing 使解体，使毁灭／The Soviet Union was ?d in 1991．苏联于1991年解体。② officially end（a marriage, agreement, etc.）解除（婚姻、协议等）／They ?d their marriage friendly. 他们友好地解除了婚约。③（make a solid）become liquid 溶解／Salt ?s in water. 盐溶于水。","dissolve［dis-＝apart 分开；solv＝to loosen 松开；-e→“to loosen（the tie on a group）so let apart 松开（对团体的束缚）使之分离”→］v. ① let（a group, etc.）stop existing 使解体，使毁灭／The Soviet Union was dissolved in 1991．苏联于1991年解体。② officially end（a marriage, agreement, etc.）解除（婚姻、协议等）／They dissolved their marriage friendly. 他们友好地解除了婚约。③（make a solid）become liquid 溶解／Salt dissolves in water. 盐溶于水。","['dis-', 'solv', '-e']",dissolve
878,"?［?＝from 离；?＝to loosen or set free 松开，使自由；?→“setting（oneself）free from（any restriction）使自己脱离（一切束缚）的”→］Ⅰ? ① holding a complete power 独裁专制的／Kings and queens in modern Europe are no longer ? monarchies. 现代欧洲的国王和王后都不再是专制君主了。② measured in itself, not in relation to anything 绝对的；独立的／In ? terms, education spending has increased, but not as a proportion of national income. 就绝对数而言，教育开支有所增长，但与国民收入的增长不成比例。③ total and complete 完全的；十足的／Sick persons need ? confidence in doctors. 病人对医生要有十足的信心。→ Ⅱ? rule or principle that is true in all situations 绝对准则，绝对原则／We tend to think in ?s. 我们往往以绝对准则来思考问题。","absolute［ab-＝from 离；solut＝to loosen or set free 松开，使自由；-e→“setting（oneself）free from（any restriction）使自己脱离（一切束缚）的”→］Ⅰa. ① holding a complete power 独裁专制的／Kings and queens in modern Europe are no longer absolute monarchies. 现代欧洲的国王和王后都不再是专制君主了。② measured in itself, not in relation to anything 绝对的；独立的／In absolute terms, education spending has increased, but not as a proportion of national income. 就绝对数而言，教育开支有所增长，但与国民收入的增长不成比例。③ total and complete 完全的；十足的／Sick persons need absolute confidence in doctors. 病人对医生要有十足的信心。→ Ⅱn. rule or principle that is true in all situations 绝对准则，绝对原则／We tend to think in absolutes. 我们往往以绝对准则来思考问题。","['ab-', 'solut', '-e', 'a.']",absolute
879,?［?＝from 离；?＝to loosen or set free 松开，使自由；?→“to set（sb）free from（any sins or responsibility）使（某人）脱离（一切罪孽或责任）”→］? ① forgive sb for a religious fault（宗教上的）赦罪；宽恕 ② officially state that sb is free from any blame or responsibility 赦免；免责／The investigation ?d the police of all blame in the incident. 该调查报告免除了警方在事故中的一切责任。,absolve［ab-＝from 离；solv＝to loosen or set free 松开，使自由；-e→“to set（sb）free from（any sins or responsibility）使（某人）脱离（一切罪孽或责任）”→］v. ① forgive sb for a religious fault（宗教上的）赦罪；宽恕 ② officially state that sb is free from any blame or responsibility 赦免；免责／The investigation absolved the police of all blame in the incident. 该调查报告免除了警方在事故中的一切责任。,"['ab-', 'solv', '-e']",absolve
880,"?［?＝to loosen 松开；?= the way 表方式→“the way of loosening（a tie）松开（结节）的方法”→］? ① way to deal with a problems 解决方法／The committee failed to come up with a ? to the conflict. 委员会未能找到解决这场冲突的方法。② answer to a question, riddle, etc. 答案／She is trying hard to find the ? to the puzzle. 她正在努力思考谜语的答案。③ liquid with another substance dissolved in it 溶液／Vitamins in ? are more affected than those in solid foods. 维生素在溶液中要比在固态食物中更有效用。","solution［solut＝to loosen 松开；-ion n.= the way 表方式→“the way of loosening（a tie）松开（结节）的方法”→］v. ① way to deal with a problems 解决方法／The committee failed to come up with a solution to the conflict. 委员会未能找到解决这场冲突的方法。② answer to a question, riddle, etc. 答案／She is trying hard to find the solution to the puzzle. 她正在努力思考谜语的答案。③ liquid with another substance dissolved in it 溶液／Vitamins in solution are more affected than those in solid foods. 维生素在溶液中要比在固态食物中更有效用。","['solut', '-ion n.']",solution
881,?［?＝to loosen 松开；?= having the ability 能…的→“having the ability of loosening（a tie of debt）能松开（债务束缚）的”→］? having enough money to pay the debts 有清偿能力的／You need to show us that your company is ?. 请向我们证明贵公司有偿还债务的能力。,solvent［solv＝to loosen 松开；-ent a.= having the ability 能…的→“having the ability of loosening（a tie of debt）能松开（债务束缚）的”→］a. having enough money to pay the debts 有清偿能力的／You need to show us that your company is solvent. 请向我们证明贵公司有偿还债务的能力。,"['solv', '-ent a.']",solvent
882,?［?＝out 外；(?)?＝to look 看→“to look out for ?th 向外张望某物”→］? ① look forward to 盼望；期待／I ? that he will come tonight. 我盼望他今晚会来。② require 要求；期望／You are ?ed to fini?h it in time. 希望你及时完成这项工作。,expect［ex-＝out 外；(s)pect＝to look 看→“to look out for sth 向外张望某物”→］v. ① look forward to 盼望；期待／I expect that he will come tonight. 我盼望他今晚会来。② require 要求；期望／You are expected to finish it in time. 希望你及时完成这项工作。,"['ex-', 's', 'pect']",expect
883,?［?＝into 入；?＝to look 看→］? look into; examine carefully 检查；审查／The policeman ?ed the fingerprints on the mirror. 警察仔细检查了镜面上的指纹。,inspect［in-＝into 入；spect＝to look 看→］v. look into; examine carefully 检查；审查／The policeman inspected the fingerprints on the mirror. 警察仔细检查了镜面上的指纹。,"['in-', 'spect']",inspect
884,?［?＝back 回；?＝to look 看→“to look back 回头再看”→］Ⅰ? ① treat with consideration 重视，关心／We must ? his wishes. 我们应该重视他的意愿。② have regard to 尊重，尊敬／Students should ? their teachers. 学生应该尊敬老师。→ Ⅱ? honor and esteem 尊敬／Young people are taught to show ? for the aged. 年轻人受到教导要尊敬老人。,respect［re-＝back 回；spect＝to look 看→“to look back 回头再看”→］Ⅰv. ① treat with consideration 重视，关心／We must respect his wishes. 我们应该重视他的意愿。② have regard to 尊重，尊敬／Students should respect their teachers. 学生应该尊敬老师。→ Ⅱn. honor and esteem 尊敬／Young people are taught to show respect for the aged. 年轻人受到教导要尊敬老人。,"['re-', 'spect', 'v.']",respect
885,?［?＝forward 向前；?＝to look 看→“to look forward 向前看”→］? ① sth that sb looks forward to or expects 盼望或指望的事物／A rich harvest is in ?. 丰收在望。② distant or wide view; scene 远景，视野；景象／The hill commands a fine ?. 从这座山可以眺望美景。,prospect［pro-＝forward 向前；spect＝to look 看→“to look forward 向前看”→］n. ① sth that sb looks forward to or expects 盼望或指望的事物／A rich harvest is in prospect. 丰收在望。② distant or wide view; scene 远景，视野；景象／The hill commands a fine prospect. 从这座山可以眺望美景。,"['pro-', 'spect']",prospect
886,?［?（?）= underneath 在下面；(?)?＝to look 看→“to look at ?b underneath or a?kance 私下斜眼看某人”→］? doubt; imagine（?b）to be guilty 不信任；怀疑（某人）有罪过／I ? him to be a pickpocket. 我怀疑他是个扒手。,suspect［sus-（sub-）= underneath 在下面；(s)pect＝to look 看→“to look at sb underneath or askance 私下斜眼看某人”→］v. doubt; imagine（sb）to be guilty 不信任；怀疑（某人）有罪过／I suspect him to be a pickpocket. 我怀疑他是个扒手。,"['sus-', 'sub-', 's', 'pect']",suspect
887,"?［?＝to look 看；?；?＝person 人 →］? person who looks at or watches an event, sport, etc. 旁观者；观众／Enthusiastic ?s would encourage a team to play a better game. 热情的观众会使球队在比赛中打得更好。","spectator［spect＝to look 看；-at-；-or n.＝person 人 →］n. person who looks at or watches an event, sport, etc. 旁观者；观众／Enthusiastic spectators would encourage a team to play a better game. 热情的观众会使球队在比赛中打得更好。","['spect', '-at-', '-or n.']",spectator
888,"?［?＝to look 看；?＝thing 物→“thing for people to look at 供人们观看的东西”→］? ① sth exhibited to public view 公开的场面／The opening ceremony was a fine ?. 开幕式的场面很壮观。② grand public sight or scene 壮观；奇景／Viewed from the seashore, the sunrise is indeed a ?. 海边看日出真是个奇观。","spectacle［spect＝to look 看；-acle n.＝thing 物→“thing for people to look at 供人们观看的东西”→］n. ① sth exhibited to public view 公开的场面／The opening ceremony was a fine spectacle. 开幕式的场面很壮观。② grand public sight or scene 壮观；奇景／Viewed from the seashore, the sunrise is indeed a spectacle. 海边看日出真是个奇观。","['spect', '-acle n.']",spectacle
889,"?［?＝to look 看；?；?＝characterized by, full of 有…特征的，富于…的→“characterized by a good looking, full of outward appearance 好看的，富于外观的”→］? looking good at first sight; showy and deceptive 外表美观的；华而不实的／Be careful about a promise out of a ? person. 要谨慎对待一个华而不实的人的承诺。","specious［spec＝to look 看；-i-；-ous a.＝characterized by, full of 有…特征的，富于…的→“characterized by a good looking, full of outward appearance 好看的，富于外观的”→］a. looking good at first sight; showy and deceptive 外表美观的；华而不实的／Be careful about a promise out of a specious person. 要谨慎对待一个华而不实的人的承诺。","['spec', '-i-', '-ous a.']",specious
890,?［?（?）= altogether 完全；?＝to look 看；?；?＝tending to 易于…的→“tending to be looked at or seen altogether 容易一下子被看见的”→］? easily seen; attracting or noticeable 明显的；惹人注目的／It is unbelievable that you leave so many ? errors in your report. 实在难以相信，你的报告书留下这么多明显的错误。,conspicuous［con-（com-）= altogether 完全；spic＝to look 看；-u-；-ous a.＝tending to 易于…的→“tending to be looked at or seen altogether 容易一下子被看见的”→］a. easily seen; attracting or noticeable 明显的；惹人注目的／It is unbelievable that you leave so many conspicuous errors in your report. 实在难以相信，你的报告书留下这么多明显的错误。,"['con-', 'com-', 'spic', '-u-', '-ous a.']",conspicuous
891,?［?（?）= bird 鸟；?＝to look or observe 观看；?→“to observe birds' flying in order to foretell fortune 观察飞鸟以预告运气”→］? ① omen drawn by observing birds 根据飞鸟行踪所做的占卜 ② forecast; ?gury 预言；预兆 ③（?）patronage 保护，赞助，主办／He is head of a primary school under civilian ?s. 他是一所民办小学的校长。,auspice［au（avis）= bird 鸟；spic＝to look or observe 观看；-e→“to observe birds' flying in order to foretell fortune 观察飞鸟以预告运气”→］n. ① omen drawn by observing birds 根据飞鸟行踪所做的占卜 ② forecast; augury 预言；预兆 ③（pl.）patronage 保护，赞助，主办／He is head of a primary school under civilian auspices. 他是一所民办小学的校长。,"['au', 'avis', 'spic', '-e', 'n.']",auspice
892,?［?＝down 向下；?（?的异体）= to look 看；?→］ ? look down upon 看不起，鄙视／Don't cheat or you will be ?d. 不要作弊，不然会被瞧不起的。,despise［de-＝down 向下；spis（spic的异体）= to look 看；-e→］ v. look down upon 看不起，鄙视／Don't cheat or you will be despised. 不要作弊，不然会被瞧不起的。,"['de-', 'spis', 'spic', '-e']",despise
893,?［?＝to breathe 呼吸；?＝the act 表行为→“breathing or breath 呼吸，气息”→“vital principle 生存的要素”→“soul 灵魂”→］? one's soul or mind; the principle of thought 灵魂；心灵；精神／One should keep fit both in body and in ?. 一个人要保持身心健康。,spirit［spir＝to breathe 呼吸；-it n.＝the act 表行为→“breathing or breath 呼吸，气息”→“vital principle 生存的要素”→“soul 灵魂”→］n. one's soul or mind; the principle of thought 灵魂；心灵；精神／One should keep fit both in body and in spirit. 一个人要保持身心健康。,"['spir', '-it n.']",spirit
894,?［?＝into 入；?＝to breathe 呼吸；?→“to breathe into body or mind 吸入空气，注入生气”→］? ① draw in（air）吸（气） ② give encouragement to 鼓舞；激励／The teacher ?d us to greater efforts. 老师鼓励我们作更大的努力。,inspire［in-＝into 入；spir＝to breathe 呼吸；-e→“to breathe into body or mind 吸入空气，注入生气”→］v. ① draw in（air）吸（气） ② give encouragement to 鼓舞；激励／The teacher inspired us to greater efforts. 老师鼓励我们作更大的努力。,"['in-', 'spir', '-e']",inspire
895,?［?（?）= together 共同；?＝to breathe 呼吸；?→“to breathe together 呼吸与共，同气相求”→］? plot or scheme together 共谋；阴谋／The criminals ?d to rob a bank. 罪犯们图谋抢劫一家银行。,conspire［con-（com-）= together 共同；spir＝to breathe 呼吸；-e→“to breathe together 呼吸与共，同气相求”→］v. plot or scheme together 共谋；阴谋／The criminals conspired to rob a bank. 罪犯们图谋抢劫一家银行。,"['con-', 'com-', 'spir', '-e']",conspire
896,?［?＝again 再；?＝to breathe 呼吸；? →］? breathe again and again; take breath 呼吸（尤指连续地）；歇口气／The patient ?d smoothly. 患者呼吸通畅。,respire［re-＝again 再；spir＝to breathe 呼吸；-e →］v. breathe again and again; take breath 呼吸（尤指连续地）；歇口气／The patient respired smoothly. 患者呼吸通畅。,"['re-', 'spir', '-e']",respire
897,"?［?（?）= towards 向；?＝to breathe 呼吸；?→“to breathe hard towards a goal 向着目标使劲吸气”→］? ① aim at, or strive for 追求／A scientist must ? after truth. 科学家必须追求真理。② desire eagerly 渴望／He ?s to be an artist. 他渴望成为艺术家。","aspire［a-（ad-）= towards 向；spir＝to breathe 呼吸；-e→“to breathe hard towards a goal 向着目标使劲吸气”→］v. ① aim at, or strive for 追求／A scientist must aspire after truth. 科学家必须追求真理。② desire eagerly 渴望／He aspires to be an artist. 他渴望成为艺术家。","['a-', 'ad-', 'spir', '-e']",aspire
898,?［?＝out 出；(?)?＝to breathe 呼吸；? →］? ① breathe out 呼出；吐气／The whale? ? air from the lung?. 鲸鱼从肺部呼出气来。② die 断气，死亡／He ?d at midnight. 他半夜断了气。③ come to an end 期满，终止／The agreement ?? on Monday. 该协议于星期一期满。,expire［ex-＝out 出；(s)pir＝to breathe 呼吸；-e →］v. ① breathe out 呼出；吐气／The whales expire air from the lungs. 鲸鱼从肺部呼出气来。② die 断气，死亡／He expired at midnight. 他半夜断了气。③ come to an end 期满，终止／The agreement expires on Monday. 该协议于星期一期满。,"['ex-', 's', 'pir', '-e']",expire
899,?［?＝through 通过；?＝to breathe 呼吸；?→“to breathe through the pores 通过毛孔进行呼吸”→］? sweat 出汗， 排汗／Man must ? all the time. 人必须不断排汗。,perspire［per-＝through 通过；spir＝to breathe 呼吸；-e→“to breathe through the pores 通过毛孔进行呼吸”→］v. sweat 出汗， 排汗／Man must perspire all the time. 人必须不断排汗。,"['per-', 'spir', '-e']",perspire
900,"?［?＝acro?? 穿过；(?)?＝to breathe 呼吸；?→“to breathe out acro?? the ?urface 穿过表面呼出去”→］? ① give off（water material）through the ?kin 排出（汗水等）② give off（water-vapor）through leave? 叶面蒸发 ③ leak out, or become known 泄露；为人所知／It later ?d that the king had been ill then. 后来才透露说，当时国王已经病了。","transpire［trans-＝across 穿过；(s)pir＝to breathe 呼吸；-e→“to breathe out across the surface 穿过表面呼出去”→］v. ① give off（water material）through the skin 排出（汗水等）② give off（water-vapor）through leaves 叶面蒸发 ③ leak out, or become known 泄露；为人所知／It later transpired that the king had been ill then. 后来才透露说，当时国王已经病了。","['trans-', 's', 'pir', '-e']",transpire
901,"?［?＝to ?and 站立；?＝thing 物→“?h which ?ands or is set up 立着的物体，建立的东西”→］Ⅰ? ① the general mode of things that ?and around 总的模样，状态／The two countries were in the ? of war. 两国处于战争状态。② the political organization set up in a country or region 政府；国家或州／In the US, ""?"" usually refers to the individual ?s of the United States. 在美国，“?”通常是指美利坚合众国的一个州。→ Ⅱ?　express in a formal way 陈述，说明／I'm not making excuse but simply ?ating a fact. 我不是在找借口，只是在陈述事实。","state［st＝to stand 站立；-ate n.＝thing 物→“sth which stands or is set up 立着的物体，建立的东西”→］Ⅰn. ① the general mode of things that stand around 总的模样，状态／The two countries were in the state of war. 两国处于战争状态。② the political organization set up in a country or region 政府；国家或州／In the US, ""state"" usually refers to the individual states of the United States. 在美国，“state”通常是指美利坚合众国的一个州。→ Ⅱv.　express in a formal way 陈述，说明／I'm not making excuse but simply stating a fact. 我不是在找借口，只是在陈述事实。","['st', '-ate n.', 'n.']",state
902,"?［?＝to stand 站立；?＝the act or ?e 表行为或状态→］? ① standing; standing-place; position 静止；站立点；位置 ② fixed standing-place for trains, buses, planes, etc. 车站；机场等／It was dark when I arrived at the railway ?. 我到火车站时天已经黑了。","station［stat＝to stand 站立；-ion n.＝the act or state 表行为或状态→］n. ① standing; standing-place; position 静止；站立点；位置 ② fixed standing-place for trains, buses, planes, etc. 车站；机场等／It was dark when I arrived at the railway station. 我到火车站时天已经黑了。","['stat', '-ion n.']",station
903,"?［station ?＝standing 静止；-er ?＝person 表行为者→“trader who kept a standing stall（as opposed to a moving seller）有固定店铺的商人（而不是流动商贩）”→“bookseller licensed by the universities 大学特许的书店”］? seller of paper, pens, etc. 文具商，文具店／You can get envelopes and paper from a ? at the corner of the street. 在街角的文具店可以买到信封信纸。","stationer［station n.＝standing 静止；-er n.＝person 表行为者→“trader who kept a standing stall（as opposed to a moving seller）有固定店铺的商人（而不是流动商贩）”→“bookseller licensed by the universities 大学特许的书店”］n. seller of paper, pens, etc. 文具商，文具店／You can get envelopes and paper from a stationer at the corner of the street. 在街角的文具店可以买到信封信纸。","['n.', '-er n.']",stationer
904,?［?（?）= to stand 站立 →］? stand and remain rather than go on or leave 停留／Stay here until I return. 呆这儿等我回来。,stay［stay（stat）= to stand 站立 →］v. stand and remain rather than go on or leave 停留／Stay here until I return. 呆这儿等我回来。,"['stay', 'stat']",stay
905,?［?（?）= apart 分离；?＝to ?and 站立；?＝the ?ate 表状态→“the ?ate of ?anding apart from each other 彼此分立的状态”→］? ① separation in space; remoteness 相距；远隔／The picture looks better at a ?. 这幅画远看更好。② amount of separation in space or time（空间或时间）距离／A ? of 20 miles is quite a long walking for a little girl. 对于一个小姑娘来说，步行20英里是很长的距离。,distance［di-（dis-）= apart 分离；st＝to stand 站立；-ance n.＝the state 表状态→“the state of standing apart from each other 彼此分立的状态”→］n. ① separation in space; remoteness 相距；远隔／The picture looks better at a distance. 这幅画远看更好。② amount of separation in space or time（空间或时间）距离／A distance of 20 miles is quite a long walking for a little girl. 对于一个小姑娘来说，步行20英里是很长的距离。,"['di-', 'dis-', 'st', '-ance n.']",distance
906,"?［?（?）= thoroughly 彻底地（表强调）；?＝to ?and 站立；?＝?表性质→“?anding thoroughly 始终站立的”→］? ① fixed or firm 坚定的／As a scholar, he is also a ? believer in science. 作为学者， 他又是一个坚信科学的人。② continual 持续的／Con?ant growth of productivity will improve the living ?andard of the people. 生产力的持续增长会提高人们的生活水平。③ unchanging 不变的／All the specimens are kept in the ? temperature room. 所有标本都保存在恒温室里。","constant［con-（com-）= thoroughly 彻底地（表强调）；st＝to stand 站立；-ant a.＝-ing表性质→“standing thoroughly 始终站立的”→］a. ① fixed or firm 坚定的／As a scholar, he is also a constant believer in science. 作为学者， 他又是一个坚信科学的人。② continual 持续的／Constant growth of productivity will improve the living standard of the people. 生产力的持续增长会提高人们的生活水平。③ unchanging 不变的／All the specimens are kept in the constant temperature room. 所有标本都保存在恒温室里。","['con-', 'com-', 'st', '-ant a.', '-ing']",constant
907,"?［?＝around 围绕；?＝to ?and 站立；?＝thing 物→“things ?anding around you 围绕你身边站立的事物”→］? fact, condition or event concerned 有关事实、情况、事件等／I want to consider each ? in tur? 我要一一考虑有关情况。","circumstance［circum-＝around 围绕；st＝to stand 站立；-ance n.＝thing 物→“things standing around you 围绕你身边站立的事物”→］n. fact, condition or event concerned 有关事实、情况、事件等／I want to consider each circumstance in turn. 我要一一考虑有关情况。","['circum-', 'st', '-ance n.']",circumstance
908,?［?＝in opposition to 与…相对；?＝to ?and 站立→“to ?and in opposition to 与…相对而立”→］Ⅰ? set in opposition in order to show difference 使对比；使对照／In his book the author ?s good and evil. 作者在书中把善与恶作了对比。→Ⅱ? difference in things ?ed 对比物之间的差别／You can find there the ?riking ? between wealth and poverty at a glimpse. 一眼就可以看出那里贫富间的悬殊。,contrast［contra-＝in opposition to 与…相对；st＝to stand 站立→“to stand in opposition to 与…相对而立”→］Ⅰv. set in opposition in order to show difference 使对比；使对照／In his book the author contrasts good and evil. 作者在书中把善与恶作了对比。→Ⅱn. difference in things contrasted 对比物之间的差别／You can find there the striking contrast between wealth and poverty at a glimpse. 一眼就可以看出那里贫富间的悬殊。,"['contra-', 'st', 'v.']",contrast
